animal,date,k,state,block,session,start_s,end_s,lambda,fit_r2,rho_raw,candidate,nodes,Q,Q_over_awake,Cspec,Cspec_over_awake,Aspec,Aspec_over_awake,Deff_frac,Deff_frac_over_awake,Gpair,Gpair_over_awake,Oorg,Oorg_over_awake,top_share,top_share_over_awake,WMI,WMI_over_awake
Chibi,20110621,3,eyes_closed,5,1,2314.374,2394.374,0.01,0.19232619746046797,0.6994033742000031,18;25;41,BP029-040;BP039-051;BP086-099,0.13818438227828003,1.6401576973177578,0.1476235340372968,1.551095861444247,0.9360593023289092,1.0574186535386563,0.9019086602029867,1.0418608048609277,0.6162258457305092,1.4578729065857547,0.555779426905256,1.5189006398403746,0.540799043915799,1.0125719602592695,0.07680003678987934,2.4912365758950576
Chibi,20110621,3,eyes_closed,6,1,2525.6,2605.6,0.01,0.19897934173901344,0.7238137650811882,18;25;41,BP029-040;BP039-051;BP086-099,0.1482639601916961,1.7597956551523166,0.1556303788972358,1.635224615077389,0.9526672185871641,1.07617977305768,0.8519958830745322,0.984202897307194,0.40251042730806774,0.952262957901498,0.3429372269610445,0.9372199621649728,0.5970134440800218,1.1178257065620245,0.05084523136640295,1.6493156173399361
Chibi,20110621,3,deep_anesthesia,1,2,719.73,799.73,0.01,0.8309878322709735,0.924120521296851,18;25;41,BP029-040;BP039-051;BP086-099,1.308278265925276,15.52840221675432,1.7560460349208167,18.450958751489424,0.745013649932172,0.8416040827960127,0.6804556364068223,0.7860441841853588,0.4667109779960075,1.1041492250620037,0.3175761155503237,0.8679100768327589,0.7581853911892842,1.419598049282066,0.41547792975146347,13.477256761033242
Chibi,20110621,3,deep_anesthesia,2,2,1040.49,1120.49,0.01,0.9107696201554578,0.9571724819276272,18;25;41,BP029-040;BP039-051;BP086-099,0.5508230585564512,6.537907283415751,0.9311265986381594,9.783444239069741,0.5915662374612326,0.668262334169281,0.930969270483896,1.0754308459892652,0.3144864833926699,0.7440150827852643,0.29277725202111976,0.8001367699085299,0.5068001547129545,0.9489137081338791,0.16126846143402576,5.231220015713714
Chibi,20110621,3,deep_anesthesia,3,2,1361.25,1441.25,0.01,0.9111440415969934,0.9456838815416765,18;25;41,BP029-040;BP039-051;BP086-099,0.7888682646174177,9.363347254223902,1.0005360559786354,10.512736643075616,0.7884456136324012,0.8906669663784664,0.7981375154720624,0.9219871489783378,0.42084441446937265,0.9956376773121579,0.33589171536487994,0.9179651435204507,0.6589079529269026,1.2337146765176166,0.2649743145992607,8.595226406055463
Chibi,20110621,3,deep_anesthesia,4,2,1682.0100000000002,1762.0100000000002,0.01,0.9054281131576379,0.9401889607899511,18;25;41,BP029-040;BP039-051;BP086-099,0.7787232664553138,9.242932801081576,0.8573539452131208,9.008307278953152,0.908286794273442,1.0260454616902999,0.7171684592753711,0.8284538569940603,0.44183996649573626,1.0453091519348454,0.31687368801802873,0.8659903986716128,0.7292012707607507,1.3653292631795513,0.24675691338714179,8.004291061303567
Chibi,20110621,3,deep_anesthesia,5,2,2002.77,2082.7700000000004,0.01,0.9076783027111417,0.9417857535491619,18;25;41,BP029-040;BP039-051;BP086-099,0.8190887912115891,9.722045020883291,0.881253962362518,9.259427250647574,0.9294582789911403,1.049961812724795,0.8003124638772027,0.924499591308585,0.4937896428572671,1.168212185292027,0.3951860057121434,1.0800116878641879,0.6528995122533406,1.2224646962904373,0.3236924277224953,10.499922252495764
Chibi,20110621,3,deep_anesthesia,6,2,2323.53,2403.53,0.01,0.9114733240287795,0.9465225563101639,18;25;41,BP029-040;BP039-051;BP086-099,0.8523601927467961,10.11695466572741,1.0168059679047101,10.683686303772813,0.8382722167762443,0.9469535493713187,0.8003509206185737,0.9245440155094881,0.47147545780547556,1.1154210762450132,0.3773458167036759,1.0312558808154793,0.6555341351184627,1.2273976658825505,0.32163455305774347,10.43316899497502
Chibi,20110621,4,eyes_open,1,1,70.91,150.91,0.01,0.19221405327740737,0.723518223207485,18;25;32;51,BP029-040;BP039-051;BP072-085;BP117-118,0.1512259233915592,1.5274516414694372,0.16402582969693352,1.5246892871449589,0.9219640813338705,1.0018117490217635,0.7589344516012753,0.8267264934936617,0.378120163883055,0.7419619809841409,0.2869684192159707,0.6133996268446298,0.5552063843984967,1.5835166404487213,0.043397064180151254,0.9369382669005707
Chibi,20110621,4,eyes_open,2,1,283.73,363.73,0.01,0.18921663124885957,0.7066806130209122,18;25;32;51,BP029-040;BP039-051;BP072-085;BP117-118,0.14445107394070844,1.4590225343274277,0.16408899522780906,1.5252764374030658,0.8803215215021777,0.9565626915548228,0.81467811089682,0.8874494714618866,0.44005233100042923,0.8634876698793241,0.3585010017151718,0.7663016762482622,0.5028994036360902,1.4343307218850547,0.05178585470657629,1.1180514137390951
Chibi,20110621,4,eyes_open,3,1,496.55,576.55,0.01,0.20389697719195354,0.7504736861308106,18;25;32;51,BP029-040;BP039-051;BP072-085;BP117-118,0.19241008617372476,1.9434306987193166,0.20482520030283263,1.9039366495878647,0.9393867838979177,1.0207433630420428,0.808695511727026,0.8809324748712241,0.402519982952498,0.7898402477935715,0.3255161035941242,0.6957959242416919,0.5065570130105379,1.4447626720056825,0.06263258154348054,1.3522311592150842
Chibi,20110621,4,eyes_open,4,1,709.37,789.37,0.01,0.2751322688742318,0.749773590011098,18;25;32;51,BP029-040;BP039-051;BP072-085;BP117-118,0.20209136312038803,2.0412160653552487,0.2160188702142127,2.0079865338606777,0.9355264330379396,1.0165486824409533,0.9137401860631762,0.9953602954700631,0.5765123732700447,1.1312548321691869,0.5267825232194939,1.1260061439998585,0.3902577571299585,1.1130629435196355,0.10645819818542498,2.2984218308212276
