animal,local_pair_index,pair_id,ch1,ch2,distance_px,x1,y1,x2,y2,mid_x,mid_y,algorithm,bottleneck_threshold_px
Su,49,BP093-094,93,94,50.41159011458243,855.9919919138342,840.9946197748957,894.3874328931225,808.3278395557395,875.1897124034783,824.6612296653176,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
Su,50,BP096-111,96,111,40.8552080725796,452.1181428159054,990.0173600127612,462.5108937576676,1029.528608468312,457.3145182867865,1009.7729842405366,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
Su,51,BP099-100,99,100,37.944887154558806,595.884530843617,971.0395162663942,633.4139092444251,965.4394968002532,614.649220044021,968.2395065333237,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
Su,52,BP101-102,101,102,53.25837305929972,680.7586635346756,955.7950188307879,733.299793295807,947.0838774390129,707.0292284152413,951.4394481349004,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
Su,53,BP103-104,103,104,41.930706070704545,777.468984798297,936.5060628918574,816.1531133037455,920.328228878561,796.8110490510212,928.4171458852093,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
Su,54,BP105-106,105,106,53.622740233861364,862.0544299631955,898.2392632065602,903.3367462040846,864.0169220245867,882.6955880836401,881.1280926155735,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
Su,55,BP107-108,107,108,27.966424318539424,304.31012942195275,995.3062672863388,321.05400593923645,1017.7063451509032,312.6820676805946,1006.5063062186209,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
Su,56,BP110-125,110,125,48.141634348438465,419.207764833658,1035.1286279344533,432.1987035108608,1081.4843446263988,425.7032341722594,1058.306486280426,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
Su,57,BP112-113,112,113,41.088349385026554,509.27827299559794,1033.2619547790728,549.9832141841669,1027.6619353129317,529.6307435898824,1030.4619450460023,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
Su,58,BP114-115,114,115,48.1488152492605,603.1017189976185,1021.7508036542273,651.023848340189,1017.0841207657764,627.0627836689038,1019.4174622100019,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
Su,59,BP116-117,116,117,45.08053356417098,687.9758516886773,1009.3063159516917,732.4337307173271,1001.8396233301701,710.2047912030022,1005.5729696409309,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
Su,60,BP118-119,118,119,42.023566725388974,774.0047344843761,995.9284916714656,814.420988146785,984.41734054662,794.2128613155805,990.1729161090428,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
Su,61,BP120-121,120,121,52.87072155897102,864.6526176986362,961.7061504894923,911.1313094104063,936.5060628918574,887.8919635545212,949.1061066906748,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
Su,62,BP122-123,122,123,29.55454470022817,314.7028803637151,1050.3731253700594,342.41688287508106,1060.6398277246515,328.5598816193981,1055.5064765473553,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
Su,63,BP124-128,124,128,41.44110309930827,379.3688862235694,1059.7064911469613,386.8747619037308,1100.462188372766,383.12182406365014,1080.0843397598637,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
Su,64,BP126-127,126,127,41.60009764542703,306.0422545789132,1110.106666342231,347.61325834596244,1108.5511053794141,326.82775646243783,1109.3288858608225,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",56.61763780924511
