animal,date,state,block,session,start_s,rms_median,delta_fraction,theta_fraction,alpha_fraction,autocorr_25ms,autocorr_50ms,autocorr_100ms,pc1_variance_fraction,covariance_effective_rank,mean_abs_correlation
Kin2,20110513,eyes_open,5,1,937.49,104.37291062027309,0.4875613296044548,0.17485946005546354,0.11407003787904585,0.5038943867776001,0.263054112175618,0.07214697774751176,0.9754660680922376,1.2148756172485138,0.06385870581011331
Kin2,20110513,eyes_open,6,1,1149.43,103.81694379339388,0.4738252629338991,0.19205796566015249,0.11451906135618822,0.46318043131057296,0.2603041547142558,0.06196018135513911,0.9344555045455547,1.5772955264014294,0.06080381348350898
Kin2,20110513,eyes_closed,1,1,1622.66,111.35033176166924,0.5119486959006818,0.16635102675949637,0.11998077386806265,0.4663540407359914,0.2680594864636711,0.11368224897546977,0.8895343889872028,1.9876231866070542,0.07681506660066899
Kin2,20110513,eyes_closed,2,1,1836.068,119.56893770192661,0.4844377663702112,0.18129101431757216,0.12375187240999289,0.4390754151582462,0.24702738930180146,0.08461538449162914,0.782594626479941,3.3300956257650935,0.07960939762954239
Kin2,20110513,eyes_closed,3,1,2049.476,126.16451800302704,0.5173279856166573,0.20693467461288723,0.11313458290787928,0.5185136789247933,0.2825445638005808,0.10474691692236349,0.44386664643156265,11.360064161030026,0.08866492568513527
Kin2,20110513,eyes_closed,4,1,2262.884,119.82145678699322,0.471050874307133,0.19183384662090186,0.12166893902388048,0.49592291621067774,0.22519464621664048,0.08521760550129949,0.7158007799484563,4.473585264410782,0.08137685988260276
Kin2,20110513,eyes_closed,5,1,2476.292,116.98834296301087,0.44505956970415006,0.17150892389975808,0.13640435492608882,0.4682358949724995,0.255276082380958,0.11568713336888453,0.8380088565471852,2.5435664670297657,0.08568970373094158
Kin2,20110513,eyes_closed,6,1,2689.7,117.30828961089767,0.4616941798590869,0.1871628763256491,0.1331329639899545,0.4825659938270005,0.26208890149661684,0.11112825329737303,0.4697974411807114,10.452411398735565,0.08072937041501035
Kin2,20110513,deep_anesthesia,1,2,346.85,181.16224819128226,0.8862154721098335,0.07369637410115365,0.0170916392450779,0.8821675143596767,0.706636712131711,0.3725509881268022,0.22609844137706264,19.831726678157267,0.15220713053486074
Kin2,20110513,deep_anesthesia,2,2,668.926,189.13160179822953,0.903066538724262,0.06349131526688932,0.013234099969356651,0.9057780525049268,0.7688672370921094,0.4523356689553537,0.17742584436469094,20.188433359947343,0.14669471046723878
Kin2,20110513,deep_anesthesia,3,2,991.002,202.94038809934978,0.8980187127418721,0.07237996111358325,0.016237704441897427,0.9033167816503385,0.7592096357129512,0.4497853599378022,0.38017443745572543,11.922617306591059,0.14948531408528387
Kin2,20110513,deep_anesthesia,4,2,1313.078,202.52186155485066,0.8969536734991959,0.07517304457248516,0.01700984909236053,0.907919358972666,0.763822022928775,0.46728036864573985,0.2094245661991677,19.34537534769791,0.15206454596131347
Kin2,20110513,deep_anesthesia,5,2,1635.154,204.3882158986265,0.8963645884173763,0.06852574556942631,0.01569107779973162,0.9040676931555949,0.7651276433859588,0.46857815250447965,0.17491228271640294,20.97058681564674,0.13992011024680734
Kin2,20110513,deep_anesthesia,6,2,1957.23,199.69914663556148,0.9056301699220852,0.06299254759072508,0.013728136007325108,0.9112416857604528,0.7801817944828585,0.4884151949072181,0.1672546751805674,21.83415189467275,0.1315115223007396
Kin2,20110513,recovery_eyes_closed,1,3,360.23,77.2630494673451,0.4657614271252008,0.16581258809647753,0.08229856478773138,0.4602935463020873,0.3084557940415046,0.11526626767648508,0.9827943934268714,1.1593099817349313,0.05011958408730476
Kin2,20110513,recovery_eyes_closed,2,3,691.802,79.54400314639861,0.48113316367226544,0.16241920824075912,0.08257379833852838,0.44910959862951194,0.3031617978167748,0.14329511717599286,0.9861608391406382,1.1278674857718871,0.06245372326550996
Kin2,20110513,recovery_eyes_closed,3,3,1023.374,102.72777338683788,0.6185723037305876,0.1515886743128831,0.06984075233570938,0.5791574253513943,0.424208297839399,0.28477575789461307,0.9599746619648513,1.2659339186840641,0.10819632649155674
Kin2,20110513,recovery_eyes_closed,4,3,1354.946,89.20538854725265,0.5486340648015716,0.14436160397998848,0.07988429268820524,0.49994618517853484,0.37372440096074555,0.21127700151969075,0.9747509837787768,1.225690005563705,0.06804160780101223
Kin2,20110513,recovery_eyes_closed,5,3,1686.518,94.9691583339014,0.5673094232162397,0.1300773673890094,0.072480897129979,0.5343769690963245,0.42470966481726324,0.26006348719414085,0.9752704866749875,1.1774532283951087,0.08033859887591813
Kin2,20110513,recovery_eyes_closed,6,3,2018.09,99.4562804742751,0.5889083388396639,0.12598820618901801,0.06964732997288922,0.5481062708968616,0.40669666449936637,0.25968846212652713,0.9247681303777127,1.4113689032421868,0.08407657143348826
Kin2,20110513,recovery_eyes_open,1,3,2255.99,97.60293916207179,0.5874146381812393,0.1587420096856319,0.07612433513277282,0.5604393082855113,0.3631287529312842,0.15906119178164002,0.991725730702444,1.077775473677772,0.07460039870817496
Kin2,20110513,recovery_eyes_open,2,3,2409.118,95.20191792476311,0.5442230595293673,0.16932392035644653,0.09199032810024454,0.5145693573421193,0.3154474066019697,0.0839256236138626,0.9360176315238805,1.3431071481037562,0.05834798326491514
Kin2,20110513,recovery_eyes_open,3,3,2562.246,91.53105406277125,0.5216597666416593,0.17487172391067524,0.09445861398966407,0.532779776506829,0.3176142696753973,0.06885311344124553,0.9913830960302736,1.0809660575709983,0.05652839155492135
Kin2,20110513,recovery_eyes_open,4,3,2715.374,93.44716816904423,0.5494992288719984,0.1601849912220193,0.08088173196186621,0.5462596494845431,0.3619151739026537,0.1526155466001088,0.9889476966185609,1.1016557452759883,0.06309592583060653
Kin2,20110513,recovery_eyes_open,5,3,2868.502,94.21284744735868,0.5805582446389901,0.16321832176664952,0.08248842925241753,0.5540105976481153,0.35529707353513373,0.1021059176889498,0.982654475824227,1.1563205964101542,0.05838721048388918
Kin2,20110513,recovery_eyes_open,6,3,3021.63,92.9366370218981,0.5622381371574023,0.15857864196297966,0.09023442378333857,0.5236200223402951,0.3723934070222634,0.13504283699674255,0.9849008520435825,1.1370123956277658,0.06379096987825422
